Departamento,Provincia,Distrito,2014,2015,2016
HUANUCO,DOS DE MAYO,PACHAS,99.2152466367713,98.59865470852019,92.69322078607227
HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,98.96755162241888,99.98156342182891,93.65781710914455
HUANUCO,DOS DE MAYO,YANAS,99.79166666666667,99.79166666666667,99.79166666666667
HUANUCO,HUANUCO,MARGOS,100.0,99.96408045977012,97.16235632183908
HUANUCO,AMBO,CONCHAMARCA,90.05457853244391,91.55927835051546,91.20679199514858
HUANUCO,AMBO,SAN FRANCISCO,99.35567010309279,98.19587628865979,95.93693147362038
HUANUCO,AMBO,TOMAY KICHWA,90.37433155080214,89.96212121212122,91.26559714795009
HUANUCO,DOS DE MAYO,LA UNION,100.0,100.0,94.28452231956612
HUANUCO,PACHITEA,MOLINO,98.88392857142857,96.58801020408163,95.31812725090036
HUANUCO,YAROWILCA,CHAVINILLO,99.66317365269461,100.0,92.99048960901726
HUANUCO,HUAMALIES,MIRAFLORES,92.890625,96.640625,93.984375
HUANUCO,PUERTO INCA,CODO DEL POZUZO,16.45106175250183,15.769853773270908,15.11749173452859
HUANUCO,HUACAYBAMBA,CANCHABAMBA,92.78523489932886,95.88926174496645,87.79362416107382
HUANUCO,HUACAYBAMBA,COCHABAMBA,74.27933198595895,73.14115519625571,75.37496011062653
HUANUCO,MARAÑON,CHOLON,66.16283895960154,65.79620918649695,62.30671571340213
LORETO,UCAYALI,INAHUAYA,0.0,0.0,0.0
APURIMAC,ANDAHUAYLAS,PACUCHA,90.18282988871225,89.42766295707473,93.24324324324324
CUSCO,CHUMBIVILCAS,COLQUEMARCA,99.5712401055409,99.71965699208444,95.48347043302809
CUSCO,CHUMBIVILCAS,LLUSCO,92.37689393939394,92.8030303030303,86.18538324420678
CUSCO,CHUMBIVILCAS,QUIÑOTA,85.18518518518519,85.18518518518519,77.77777777777779
CUSCO,CANAS,KUNTURKANKI,98.89595808383234,99.10179640718563,98.83761887988727
CUSCO,CANAS,LANGUI,96.44097222222221,97.22222222222221,97.22222222222221
CUSCO,CANAS,TUPAC AMARU,100.0,100.0,99.16815210932857
CUSCO,ACOMAYO,ACOPIA,98.9406779661017,100.0,94.61615154536392
CUSCO,ACOMAYO,MOSOC LLACTA,100.0,100.0,98.88712241653418
CUSCO,CHUMBIVILCAS,SANTO TOMAS,98.84519350811486,99.50062421972534,90.83865756040244
AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,82.62910798122066,82.19315895372233,85.65941101152369
AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,63.141025641025635,61.53846153846154,61.53846153846154
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,92.13286713286713,94.31818181818183,91.28787878787878
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,73.87755102040816,77.14285714285715,78.57142857142857
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,42.432814710042436,45.473833097595474,44.38943894389439
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,89.33189655172413,90.35560344827587,86.53017241379311
LIMA,HUARAL,LAMPIAN,67.22222222222223,60.3125,64.94047619047619
LIMA,HUARAL,SAN MIGUEL DE ACOS,74.81617647058823,73.71323529411765,68.56617647058823
LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,92.23066298342542,92.23066298342542,86.90282742931427
LIMA,YAUYOS,AZANGARO,88.34134615384616,95.3125,89.42307692307693
LIMA,YAUYOS,CARANIA,95.17326732673267,98.51485148514851,94.98762376237624
LIMA,YAUYOS,HUAMPARA,75.55555555555556,65.32738095238095,66.48351648351648
LIMA,YAUYOS,HUANCAYA,100.0,100.0,99.32650862068965
LIMA,YAUYOS,HUANTAN,96.20901639344262,97.87763466042153,94.10128805620609
LIMA,YAUYOS,LARAOS,38.06818181818182,38.12316715542522,36.69139209936174
LIMA,YAUYOS,MIRAFLORES,98.20359281437125,98.20359281437125,91.75766114829165
LIMA,YAUYOS,OMAS,56.666666666666664,52.9979674796748,52.93933708567855
LIMA,YAUYOS,QUINOCAY,28.50378787878788,27.41477272727273,28.030303030303028
LIMA,YAUYOS,SAN PEDRO DE PILAS,54.29216867469879,57.454819277108435,54.45783132530121
LIMA,YAUYOS,VITIS,98.88888888888889,98.88888888888889,97.5
CALLAO,CALLAO,VENTANILLA,37.5,36.53846153846153,35.76923076923077
CUSCO,CUSCO,SAN SEBASTIAN,98.14814814814815,98.14814814814815,98.14814814814815
CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,0.0,0.0,0.0
CALLAO,CALLAO,CALLAO,0.0,0.0,0.0
CALLAO,CALLAO,BELLAVISTA,0.0,0.0,0.0
ICA,CHINCHA,SUNAMPE,0.0,0.0,0.0
ICA,CHINCHA,PUEBLO NUEVO,5.747126436781609,5.747126436781609,5.747126436781609
LIMA,LIMA,SAN JUAN DE MIRAFLORES,18.75,18.75,18.75
LIMA,LIMA,SANTIAGO DE SURCO,9.67741935483871,9.67741935483871,9.67741935483871
LIMA,LIMA,VILLA EL SALVADOR,93.33333333333333,82.22222222222221,70.47619047619048
LIMA,LIMA,EL AGUSTINO,0.0,0.0,0.0
LIMA,LIMA,LOS OLIVOS,0.0,0.0,0.0
ANCASH,CORONGO,BAMBAS,68.94179894179894,65.72420634920636,62.48677248677249
ANCASH,CORONGO,CUSCA,92.65129682997119,97.37031700288185,94.12824207492795
ANCASH,CORONGO,LA PAMPA,45.12987012987013,44.31818181818182,39.34300993124523
ANCASH,CORONGO,YANAC,50.480769230769226,48.23717948717949,50.085470085470085
CAJAMARCA,CAJAMARCA,CHETILLA,98.77049180327869,93.92478302796529,95.274831243973
CAJAMARCA,CAJAMARCA,COSPAN,75.20695364238411,70.9575055187638,66.84602649006622
ANCASH,HUARI,HUANTAR,86.89365671641791,88.15298507462687,84.56156716417911
ANCASH,HUARI,MASIN,88.8671875,89.2578125,82.8125
ANCASH,HUARI,RAHUAPAMPA,41.66666666666667,38.19444444444444,34.02777777777778
ANCASH,HUARI,SAN MARCOS,85.87310195227765,86.37472885032538,85.77819956616052
ANCASH,HUARMEY,COCHAPETI,70.45267489711934,64.11522633744856,61.64609053497942
ANCASH,HUAYLAS,PUEBLO LIBRE,81.87830687830689,69.50231481481481,72.68518518518519
ANCASH,ANTONIO RAYMONDI,CHINGAS,81.30081300813008,79.26829268292683,77.07317073170732
ANCASH,BOLOGNESI,AQUIA,100.0,98.90320334261838,92.54874651810584
ANCASH,BOLOGNESI,HUALLANCA,99.62962962962963,98.89814814814815,94.00435729847494
ANCASH,CARHUAZ,ACOPAMPA,86.66666666666667,90.9090909090909,87.01298701298701
ANCASH,HUARAZ,LA LIBERTAD,84.0,80.9,89.4857142857143
ANCASH,AIJA,CORIS,50.99667774086378,47.72093023255814,43.81395348837209
ANCASH,AIJA,HUACLLAN,76.89075630252101,74.11764705882354,73.52941176470588
JUNIN,CHUPACA,CHUPACA,100.0,100.0,95.8477508650519
JUNIN,CHUPACA,HUACHAC,100.0,100.0,100.0
JUNIN,HUANCAYO,QUICHUAY,100.0,100.0,100.0
JUNIN,JAUJA,PARCO,99.77678571428571,99.33035714285714,99.33035714285714
JUNIN,JAUJA,CANCHAYLLO,99.23566878980891,99.22770700636943,92.82128137879356
JUNIN,JAUJA,JANJAILLO,100.0,99.21875,96.61458333333334
JUNIN,JAUJA,MASMA CHICCHE,100.0,100.0,100.0
JUNIN,JAUJA,CURICACA,100.0,100.0,90.0871459694989
JUNIN,YAULI,CHACAPALPA,100.0,100.0,98.67788461538461
JUNIN,YAULI,YAULI,28.947368421052634,28.947368421052634,28.819444444444443
JUNIN,YAULI,SANTA ROSA DE SACCO,98.26807228915662,100.0,97.59036144578313
JUNIN,TARMA,TARMA,97.22782258064517,98.8239247311828,90.76533839342189
JUNIN,YAULI,PACCHA,97.35849056603773,99.64622641509435,97.16981132075472
JUNIN,TARMA,LA UNION,97.98387096774194,99.59677419354838,97.32862903225806
JUNIN,TARMA,ACOBAMBA,98.29545454545455,97.23011363636364,87.70053475935828
JUNIN,TARMA,PALCA,94.73684210526315,94.0515350877193,88.20949432404541
JUNIN,SATIPO,SATIPO,0.0,0.0,0.0
JUNIN,SATIPO,RIO NEGRO,0.0,0.0,0.0
JUNIN,CHANCHAMAYO,VITOC,6.493973736283504,6.440007195538766,6.422018348623854
JUNIN,CHANCHAMAYO,SAN RAMON,41.310679611650485,38.11536264991434,37.909765848086806
JUNIN,JUNIN,ONDORES,32.057291666666664,32.083333333333336,32.03125
LIMA,CAÑETE,QUILMANA,65.95555555555556,53.98518518518518,46.31111111111111
LIMA,HUARAL,HUARAL,22.225998300764658,20.85981308411215,20.288870008496176
LIMA,HUARAL,CHANCAY,78.27897293546148,76.61346287300486,80.08327550312283
LIMA,HUARAL,SUMBILCA,53.140862944162436,47.43020304568528,45.68527918781726
LIMA,HUAROCHIRI,ANTIOQUIA,3.8686459739091315,3.41130604288499,3.3738191632928474
LIMA,HUAROCHIRI,CALLAHUANCA,72.40310077519379,69.76744186046511,75.91362126245848
LIMA,HUAROCHIRI,HUAROCHIRI,80.06840796019901,84.04850746268657,77.23880597014924
LIMA,LIMA,CARABAYLLO,59.89382239382239,50.62741312741312,56.75675675675676
LIMA,LIMA,PUCUSANA,6.41025641025641,6.41025641025641,6.730769230769231
LIMA,LIMA,PUNTA NEGRA,5.371900826446281,4.818181818181818,3.884297520661157
AYACUCHO,VICTOR FAJARDO,CANARIA,59.375,61.51463963963963,59.72972972972973
AYACUCHO,PARINACOCHAS,PACAPAUSA,84.42622950819673,89.44672131147541,91.97892271662764
AYACUCHO,LUCANAS,SAISA,62.52609603340292,64.95675514464658,56.12070601632189
AYACUCHO,LUCANAS,SAN CRISTOBAL,34.73552686380675,37.628765792031096,33.361099541857556
AYACUCHO,LUCANAS,SAN JUAN,88.46153846153845,98.80341880341881,90.65934065934066
AYACUCHO,LUCANAS,OTOCA,52.887402452619845,55.284280936454856,49.55805064500717
AYACUCHO,LUCANAS,LLAUTA,59.40129449838187,59.177791262135926,62.20527045769764
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,91.20192307692308,99.61538461538461,89.20673076923077
AYACUCHO,SUCRE,HUACAÑA,87.34631147540983,96.92622950819673,88.52459016393442
AYACUCHO,SUCRE,MORCOLLA,89.10788381742739,96.78423236514523,92.2268326417704
AYACUCHO,SUCRE,QUEROBAMBA,90.78256302521008,94.93172268907563,87.5
AYACUCHO,SUCRE,PAICO,94.61538461538461,96.0576923076923,88.46153846153845
AYACUCHO,SUCRE,CHILCAYOC,89.17647058823529,95.0,93.25
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,98.15789473684211,92.76315789473685,87.58223684210526
AYACUCHO,VICTOR FAJARDO,CAYARA,85.96698113207547,85.14150943396226,78.06603773584906
AYACUCHO,VICTOR FAJARDO,SARHUA,96.55854430379746,97.88370253164557,87.55933544303798
CUSCO,PARURO,PILLPINTO,57.8125,59.08203125,55.60661764705882
CUSCO,PARURO,YAURISQUE,100.0,100.0,97.68907563025209
CUSCO,PARURO,ACCHA,96.0625,95.9375,92.64705882352942
CUSCO,CANAS,YANAOCA,96.62447257383965,96.62447257383965,96.62447257383965
CUSCO,QUISPICANCHI,CUSIPATA,99.45652173913044,100.0,94.5723216822961
CUSCO,CANCHIS,SAN PABLO,98.38709677419355,98.38709677419355,97.56031444835999
CUSCO,CANCHIS,TINTA,99.55357142857143,100.0,100.0
CUSCO,ESPINAR,OCORURO,66.55737704918033,66.55737704918033,63.297974927675995
HUANCAVELICA,HUAYTARA,SAN ISIDRO,80.18162393162393,80.0,83.17307692307693
HUANCAVELICA,HUAYTARA,OCOYO,67.27456940222898,69.88179669030733,73.37697763229679
HUANCAVELICA,HUAYTARA,QUERCO,91.80555555555556,92.80598958333334,89.51388888888889
HUANCAVELICA,HUAYTARA,AYAVI,79.82456140350878,76.71052631578948,68.31983805668015
ICA,PALPA,RIO GRANDE,31.037735849056602,24.764150943396228,30.377358490566035
ICA,PISCO,PISCO,0.0,0.0,0.0
ICA,PALPA,SANTA CRUZ,2.3474178403755865,2.5486250838363516,2.8169014084507045
ICA,ICA,PACHACUTEC,0.0,0.0,0.0
AYACUCHO,HUAMANGA,ACOCRO,95.84487534626038,98.45914127423822,90.92797783933518
AYACUCHO,HUAMANGA,TAMBILLO,84.7,77.45,75.94999999999999
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,87.74671052631578,82.23684210526315,79.44078947368422
