Fecha,Papa Amarilla,Papa Blanca,Papa Canchan,Papa Color,Papa Huamantanga,Papa Huayro,Papa Negra Andina,Papa Perricholi,Papa Peruanita,Papa Unica,Papa Yungay
NOV-2020,1.65,0.52,0.47,0.43,1.61,1.84,0.72,,1.63,0.37,0.52
DIC-2020,1.77,0.64,0.56,0.51,1.37,1.74,0.75,,1.67,0.44,0.64
ENE-2021,2.09,0.69,0.76,0.8,1.4,1.74,0.79,,1.98,0.65,0.68
FEB-2021,2.25,0.61,0.91,0.92,1.38,1.37,0.76,,1.86,0.88,0.62
MAR-2021,2.24,0.77,1.17,1.29,1.42,1.34,0.97,,2.02,1.13,0.78
ABR-2021,1.91,0.82,1.41,1.37,1.45,1.05,1.09,,1.71,1.37,0.85
MAY-2021,1.67,0.78,1.29,1.29,1.31,0.96,0.96,,1.3,1.3,0.78
JUN-2021,1.45,0.83,1.37,1.39,1.43,1.11,1.1,,1.21,1.44,0.83
JUL-2021,1.47,0.92,1.37,1.44,1.58,1.07,1.27,,1.25,1.48,0.92
AGO-2021,1.65,1.02,1.24,1.25,1.56,1.2,1.17,,1.23,1.31,1.01
SEP-2021,1.48,1.13,1.13,1.13,1.47,1.16,1.24,,1.1,1.11,1.13
OCT-2021,1.15,1.08,0.94,0.86,1.23,1.06,1.27,,1.07,0.86,1.08
NOV-2021,1.4,1.08,0.99,0.87,1.24,1.15,1.28,,1.14,0.79,1.09
DIC-2021,1.68,1.06,1.0,1.01,1.31,1.27,1.28,,1.41,0.92,1.05
ENE-2022,2.05,1.12,1.11,1.13,1.36,1.49,1.25,,1.52,1.19,1.12
FEB-2022,2.23,1.32,1.51,1.66,1.8,1.51,1.49,,1.83,1.77,1.32
MAR-2022,1.94,1.14,1.33,1.49,1.59,1.28,1.25,,1.38,1.71,1.14
ABR-2022,1.73,1.26,1.29,1.44,1.68,1.42,1.48,,1.67,1.71,1.29
MAY-2022,1.83,1.04,1.15,1.41,1.73,1.54,1.14,,1.23,1.61,1.03
JUN-2022,2.92,1.36,1.26,1.5,1.95,1.66,1.35,,1.41,1.66,1.25
JUL-2022,3.46,1.38,1.35,1.48,2.33,1.65,1.6,,1.98,1.59,1.39
AGO-2022,3.64,1.46,1.43,1.38,2.64,2.05,1.62,,2.62,1.27,1.48
SEP-2022,4.73,1.93,1.74,1.73,3.4,3.07,2.12,,3.58,1.71,1.94
OCT-2022,3.82,1.79,2.04,1.9,3.12,3.67,1.9,,3.77,1.88,1.86
NOV-2022,4.6,1.68,1.89,1.86,2.84,4.48,2.09,,3.79,1.79,1.68
DIC-2022,5.19,2.27,2.02,1.96,3.66,4.51,2.29,,4.04,1.83,2.3
ENE-2023,3.59,2.08,2.06,2.03,2.74,3.63,2.17,,3.41,2.02,2.09
FEB-2023,2.52,1.48,1.8,2.09,2.33,1.86,2.08,,2.69,2.32,1.48
MAR-2023,2.43,1.06,1.45,1.62,2.08,1.55,1.46,,2.12,1.79,1.06
ABR-2023,2.28,0.89,1.3,1.32,1.78,1.5,1.14,,2.11,1.4,0.9
MAY-2023,1.85,0.82,1.25,1.3,1.74,1.53,1.01,,1.74,1.39,0.82
JUN-2023,1.53,0.78,1.13,1.18,1.58,1.46,0.97,,1.6,1.27,0.77
JUL-2023,1.9,0.81,1.07,1.16,1.74,1.69,1.11,,1.67,1.22,0.78
AGO-2023,2.46,0.72,1.11,1.13,1.79,1.95,1.13,,1.89,1.16,0.72
SEP-2023,3.69,0.77,1.19,1.19,1.83,2.06,1.13,,2.51,1.18,0.79
OCT-2023,3.85,0.9,1.28,1.23,2.57,2.72,1.18,,2.9,1.18,0.91
NOV-2023,4.17,1.19,1.55,1.43,2.88,3.87,1.39,,3.52,1.3,1.19
DIC-2023,3.61,1.37,1.57,1.38,2.4,2.59,1.35,,3.43,1.26,1.36
ENE-2024,3.2,1.09,1.29,1.15,1.91,1.6,1.15,,2.94,1.27,1.07
FEB-2024,2.31,0.88,0.92,1.06,1.62,1.51,1.06,,1.89,1.2,0.84
MAR-2024,2.06,0.91,0.95,1.15,1.39,1.3,0.88,,1.74,1.36,0.97
ABR-2024,1.78,0.92,0.93,1.16,1.38,1.21,0.89,,1.58,1.32,0.92
MAY-2024,2.24,1.0,1.02,1.25,1.48,1.32,0.95,,1.42,1.46,0.98
JUN-2024,3.04,1.1,1.16,1.45,1.65,1.65,1.1,,1.66,1.72,1.1
JUL-2024,3.5,1.4,1.54,1.65,2.04,1.78,1.4,,2.17,1.69,1.39
AGO-2024,4.2,1.98,2.01,1.79,2.24,2.09,1.91,,2.29,1.56,1.97
SEP-2024,3.2,2.17,1.48,1.39,2.5,2.36,2.2,,2.61,1.26,2.13
OCT-2024,2.54,2.01,1.18,1.04,2.43,2.5,1.88,,2.55,0.92,1.94
NOV-2024,2.21,1.44,1.01,0.86,2.27,2.59,1.57,,2.16,0.66,1.47
DIC-2024,1.95,0.96,0.66,0.65,1.85,1.91,1.17,,1.71,0.61,0.98
