UBIGEO;NOMBDEP;NOMBPROV;NOMBDIST;frecuencia
20903;ANCASH;CORONGO;BAMBAS;0 - 0
21603;ANCASH;POMABAMBA;PAROBAMBA;0 - 0
210201;PUNO;AZANGARO;AZANGARO;0 - 0
110301;ICA;NASCA;NASCA;0 - 0
211004;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;0 - 0
40806;AREQUIPA;LA UNION;PUYCA;0 - 0
40804;AREQUIPA;LA UNION;HUAYNACOTAS;0 - 0
101104;HUANUCO;YAROWILCA;APARICIO POMARES;0 - 0
20104;ANCASH;HUARAZ;HUANCHAY;0 - 0
21701;ANCASH;RECUAY;RECUAY;0 - 0
100323;HUANUCO;DOS DE MAYO;YANAS;0 - 0
21710;ANCASH;RECUAY;TICAPAMPA;0 - 0
101004;HUANUCO;LAURICOCHA;QUEROPALCA;0 - 0
20501;ANCASH;BOLOGNESI;CHIQUIAN;0 - 0
100201;HUANUCO;AMBO;AMBO;0 - 0
60103;CAJAMARCA;CAJAMARCA;CHETILLA;0 - 0
130301;LA LIBERTAD;BOLIVAR;BOLIVAR;0 - 0
130403;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;0 - 0
220601;SAN MARTIN;MARISCAL CACERES;JUANJUI;0 - 0
61007;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;0 - 0
220405;SAN MARTIN;HUALLAGA;SACANCHE;0 - 0
140104;LAMBAYEQUE;CHICLAYO;ETEN PUERTO;0 - 0
220403;SAN MARTIN;HUALLAGA;EL ESLABON;0 - 0
60305;CAJAMARCA;CELENDIN;JORGE CHAVEZ;0 - 0
20503;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;0 - 0
20505;ANCASH;BOLOGNESI;CAJACAY;0 - 0
20107;ANCASH;HUARAZ;LA LIBERTAD;0 - 0
100316;HUANUCO;DOS DE MAYO;QUIVILLA;0 - 0
20103;ANCASH;HUARAZ;COLCABAMBA;0 - 0
20108;ANCASH;HUARAZ;OLLEROS;0 - 0
20109;ANCASH;HUARAZ;PAMPAS GRANDE;0 - 0
21404;ANCASH;OCROS;CARHUAPAMPA;0 - 0
21010;ANCASH;HUARI;PAUCAS;0 - 0
21510;ANCASH;PALLASCA;SANTA ROSA;0 - 0
20901;ANCASH;CORONGO;CORONGO;0 - 0
100701;HUANUCO;MARAÑON;HUACRACHUCO;0 - 0
20902;ANCASH;CORONGO;ACO;0 - 0
90613;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;0 - 0
210308;PUNO;CARABAYA;OLLACHEA;0 - 0
81202;CUSCO;QUISPICANCHI;ANDAHUAYLILLAS;0 - 0
110507;ICA;PISCO;SAN CLEMENTE;0 - 0
30204;APURIMAC;ANDAHUAYLAS;HUANCARAMA;0 - 0
110504;ICA;PISCO;INDEPENDENCIA;0 - 0
210102;PUNO;PUNO;ACORA;0 - 0
210109;PUNO;PUNO;MAÑAZO;0 - 0
210115;PUNO;PUNO;VILQUE;0 - 0
40516;AREQUIPA;CAYLLOMA;TAPAY;0 - 0
210607;PUNO;HUANCANE;TARACO;0 - 0
20402;ANCASH;ASUNCION;ACOCHACA;0 - 0
21901;ANCASH;SIHUAS;SIHUAS;0 - 0
21507;ANCASH;PALLASCA;LLAPO;0 - 0
21104;ANCASH;HUARMEY;HUAYAN;0 - 0
101102;HUANUCO;YAROWILCA;CAHUAC;0 - 0
20504;ANCASH;BOLOGNESI;AQUIA;0 - 0
100301;HUANUCO;DOS DE MAYO;LA UNION;0 - 0
20205;ANCASH;AIJA;SUCCHA;0 - 0
101106;HUANUCO;YAROWILCA;OBAS;0 - 0
20203;ANCASH;AIJA;HUACLLAN;0 - 0
20204;ANCASH;AIJA;LA MERCED;0 - 0
100307;HUANUCO;DOS DE MAYO;CHUQUIS;0 - 0
100313;HUANUCO;DOS DE MAYO;PACHAS;0 - 0
20111;ANCASH;HUARAZ;PIRA;0 - 0
100508;HUANUCO;HUAMALIES;PUNCHAO;0 - 0
21015;ANCASH;HUARI;SAN PEDRO DE CHANA;0 - 0
20110;ANCASH;HUARAZ;PARIACOTO;0 - 0
20105;ANCASH;HUARAZ;INDEPENDENCIA;0 - 0
100506;HUANUCO;HUAMALIES;MIRAFLORES;0 - 0
110305;ICA;NASCA;VISTA ALEGRE;0 - 0
210602;PUNO;HUANCANE;COJATA;0 - 0
40805;AREQUIPA;LA UNION;PAMPAMARCA;0 - 0
110302;ICA;NASCA;CHANGUILLO;0 - 0
210807;PUNO;MELGAR;ORURILLO;0 - 0
210204;PUNO;AZANGARO;ASILLO;0 - 0
100103;HUANUCO;HUANUCO;CHINCHAO;0 - 0
100802;HUANUCO;PACHITEA;CHAGLLA;0 - 0
250103;UCAYALI;CORONEL PORTILLO;IPARIA;0 - 0
190308;PASCO;OXAPAMPA;CONSTITUCION;0 - 0
100905;HUANUCO;PUERTO INCA;YUYAPICHIS;0 - 0
210501;PUNO;EL COLLAO;ILAVE;0 - 0
220704;SAN MARTIN;PICOTA;PILLUANA;0 - 0
10103;AMAZONAS;CHACHAPOYAS;BALSAS;0 - 0
220710;SAN MARTIN;PICOTA;TRES UNIDOS;0 - 0
140111;LAMBAYEQUE;CHICLAYO;PICSI;0 - 0
140120;LAMBAYEQUE;CHICLAYO;TUMAN;0 - 0
220702;SAN MARTIN;PICOTA;BUENOS AIRES;0 - 0
60304;CAJAMARCA;CELENDIN;HUASMIN;0 - 0
140110;LAMBAYEQUE;CHICLAYO;OYOTUN;0 - 0
60415;CAJAMARCA;CHOTA;QUEROCOTO;0 - 0
60601;CAJAMARCA;CUTERVO;CUTERVO;0 - 0
220303;SAN MARTIN;EL DORADO;SAN MARTIN;0 - 0
10515;AMAZONAS;LUYA;PROVIDENCIA;0 - 0
10504;AMAZONAS;LUYA;COLCAMAR;0 - 0
10603;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;0 - 0
21016;ANCASH;HUARI;UCO;0 - 0
100505;HUANUCO;HUAMALIES;JIRCAN;0 - 0
22003;ANCASH;YUNGAY;MANCOS;0 - 0
22006;ANCASH;YUNGAY;RANRAHIRCA;0 - 0
21006;ANCASH;HUARI;HUACCHIS;0 - 0
20304;ANCASH;ANTONIO RAYMONDI;CHINGAS;0 - 0
190208;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;0 - 0
150304;LIMA;CAJATAMBO;HUANCAPON;0 - 0
190203;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;0 - 0
60812;CAJAMARCA;JAEN;SANTA ROSA;0 - 0
10514;AMAZONAS;LUYA;PISUQUIA;0 - 0
220509;SAN MARTIN;LAMAS;SHANAO;0 - 0
140306;LAMBAYEQUE;LAMBAYEQUE;MORROPE;0 - 0
140205;LAMBAYEQUE;FERREÑAFE;PITIPO;0 - 0
60418;CAJAMARCA;CHOTA;TOCMOCHE;0 - 0
220909;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;0 - 0
60416;CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;0 - 0
90507;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;0 - 0
90503;HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;0 - 0
90705;HUANCAVELICA;TAYACAJA;COLCABAMBA;0 - 0
21008;ANCASH;HUARI;HUANTAR;0 - 0
250204;UCAYALI;ATALAYA;YURUA;0 - 0
20102;ANCASH;HUARAZ;COCHABAMBA;0 - 0
20804;ANCASH;CASMA;YAUTAN;0 - 0
20106;ANCASH;HUARAZ;JANGAS;0 - 0
60201;CAJAMARCA;CAJABAMBA;CAJABAMBA;0 - 0
160603;LORETO;UCAYALI;PADRE MARQUEZ;0 - 0
151011;LIMA;YAUYOS;COLONIA;0 - 0
90103;HUANCAVELICA;HUANCAVELICA;ACORIA;0 - 0
90510;HUANCAVELICA;CHURCAMPA;PACHAMARCA;0 - 0
151027;LIMA;YAUYOS;SAN PEDRO DE PILAS;0 - 0
80404;CUSCO;CALCA;LARES;0 - 0
80706;CUSCO;CHUMBIVILCAS;LLUSCO;0 - 0
210213;PUNO;AZANGARO;SAN JUAN DE SALINAS;0 - 0
211003;PUNO;SAN ANTONIO DE PUTINA;PEDRO VILCA APAZA;0 - 0
210604;PUNO;HUANCANE;INCHUPALLA;0 - 0
80704;CUSCO;CHUMBIVILCAS;COLQUEMARCA;0 - 0
30710;APURIMAC;GRAU;SANTA ROSA;0 - 0
80508;CUSCO;CANAS;TUPAC AMARU;0 - 0
30402;APURIMAC;AYMARAES;CAPAYA;0 - 0
30712;APURIMAC;GRAU;VILCABAMBA;0 - 0
30706;APURIMAC;GRAU;MICAELA BASTIDAS;0 - 0
80606;CUSCO;CANCHIS;SAN PABLO;0 - 0
30506;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;0 - 0
80204;CUSCO;ACOMAYO;MOSOC LLACTA;0 - 0
30211;APURIMAC;ANDAHUAYLAS;POMACOCHA;0 - 0
90207;HUANCAVELICA;ACOBAMBA;POMACOCHA;0 - 0
150510;LIMA;CAÑETE;NUEVO IMPERIAL;0 - 0
150511;LIMA;CAÑETE;PACARAN;0 - 0
90204;HUANCAVELICA;ACOBAMBA;CAJA;0 - 0
150119;LIMA;LIMA;LURIN;0 - 0
90711;HUANCAVELICA;TAYACAJA;PAZOS;0 - 0
120116;JUNIN;HUANCAYO;HUACRAPUQUIO;0 - 0
110204;ICA;CHINCHA;CHINCHA BAJA;0 - 0
90404;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS;0 - 0
110201;ICA;CHINCHA;CHINCHA ALTA;0 - 0
210304;PUNO;CARABAYA;COASA;0 - 0
81301;CUSCO;URUBAMBA;URUBAMBA;0 - 0
80401;CUSCO;CALCA;CALCA;0 - 0
110206;ICA;CHINCHA;GROCIO PRADO;0 - 0
90410;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;0 - 0
10501;AMAZONAS;LUYA;LAMUD;0 - 0
60607;CAJAMARCA;CUTERVO;QUEROCOTILLO;0 - 0
60411;CAJAMARCA;CHOTA;LLAMA;0 - 0
220507;SAN MARTIN;LAMAS;RUMISAPA;0 - 0
60303;CAJAMARCA;CELENDIN;CORTEGANA;0 - 0
60403;CAJAMARCA;CHOTA;CHADIN;0 - 0
60404;CAJAMARCA;CHOTA;CHIGUIRIP;0 - 0
220603;SAN MARTIN;MARISCAL CACERES;HUICUNGO;0 - 0
220304;SAN MARTIN;EL DORADO;SANTA ROSA;0 - 0
140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;0 - 0
220914;SAN MARTIN;SAN MARTIN;SHAPAJA;0 - 0
20611;ANCASH;CARHUAZ;YUNGAR;0 - 0
100110;HUANUCO;HUANUCO;YARUMAYO;0 - 0
100102;HUANUCO;HUANUCO;AMARILIS;0 - 0
190304;PASCO;OXAPAMPA;PALCAZU;0 - 0
101108;HUANUCO;YAROWILCA;CHORAS;0 - 0
101105;HUANUCO;YAROWILCA;JACAS CHICO;0 - 0
100101;HUANUCO;HUANUCO;HUANUCO;0 - 0
150727;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;0 - 0
120130;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;0 - 0
90306;HUANCAVELICA;ANGARAES;CONGALLA;0 - 0
90307;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;0 - 0
150508;LIMA;CAÑETE;LUNAHUANA;0 - 0
90308;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;0 - 0
151015;LIMA;YAUYOS;HUANGASCAR;0 - 0
150504;LIMA;CAÑETE;CERRO AZUL;0 - 0
150516;LIMA;CAÑETE;ZUÑIGA;0 - 0
90203;HUANCAVELICA;ACOBAMBA;ANTA;0 - 0
90201;HUANCAVELICA;ACOBAMBA;ACOBAMBA;0 - 0
80901;CUSCO;LA CONVENCION;SANTA ANA;0 - 0
150512;LIMA;CAÑETE;QUILMANA;0 - 0
151019;LIMA;YAUYOS;LINCHA;0 - 0
120402;JUNIN;JAUJA;ACOLLA;0 - 0
150102;LIMA;LIMA;ANCON;0 - 0
81001;CUSCO;PARURO;PARURO;0 - 0
90602;HUANCAVELICA;HUAYTARA;AYAVI;0 - 0
210307;PUNO;CARABAYA;ITUATA;0 - 0
110503;ICA;PISCO;HUMAY;0 - 0
81005;CUSCO;PARURO;HUANOQUITE;0 - 0
30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;0 - 0
30213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;0 - 0
81201;CUSCO;QUISPICANCHI;URCOS;0 - 0
30215;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;0 - 0
81009;CUSCO;PARURO;YAURISQUE;0 - 0
150729;LIMA;HUAROCHIRI;SANTIAGO DE ANCHUCAYA;0 - 0
120208;JUNIN;CONCEPCION;MANZANARES;0 - 0
150702;LIMA;HUAROCHIRI;ANTIOQUIA;0 - 0
120129;JUNIN;HUANCAYO;SAN AGUSTIN;0 - 0
120117;JUNIN;HUANCAYO;HUALHUAS;0 - 0
120213;JUNIN;CONCEPCION;ORCOTUNA;0 - 0
120212;JUNIN;CONCEPCION;NUEVE DE JULIO;0 - 0
211204;PUNO;SANDIA;PATAMBUCO;0 - 0
30707;APURIMAC;GRAU;PATAYPAMPA;0 - 0
30410;APURIMAC;AYMARAES;POCOHUANCA;0 - 0
211201;PUNO;SANDIA;SANDIA;0 - 0
30417;APURIMAC;AYMARAES;YANACA;0 - 0
211207;PUNO;SANDIA;SAN JUAN DEL ORO;0 - 0
110113;ICA;ICA;TATE;0 - 0
110111;ICA;ICA;SANTIAGO;0 - 0
30412;APURIMAC;AYMARAES;SAÑAYCA;0 - 0
30306;APURIMAC;ANTABAMBA;PACHACONAS;0 - 0
30413;APURIMAC;AYMARAES;SORAYA;0 - 0
110105;ICA;ICA;PACHACUTEC;0 - 0
80607;CUSCO;CANCHIS;SAN PEDRO;0 - 0
80705;CUSCO;CHUMBIVILCAS;LIVITACA;0 - 0
30504;APURIMAC;COTABAMBAS;HAQUIRA;0 - 0
30210;APURIMAC;ANDAHUAYLAS;PAMPACHIRI;0 - 0
30302;APURIMAC;ANTABAMBA;EL ORO;0 - 0
80608;CUSCO;CANCHIS;TINTA;0 - 0
110107;ICA;ICA;PUEBLO NUEVO;0 - 0
120706;JUNIN;TARMA;PALCA;0 - 0
150602;LIMA;HUARAL;ATAVILLOS ALTO;0 - 0
170302;MADRE DE DIOS;TAHUAMANU;IBERIA;0 - 0
80914;CUSCO;LA CONVENCION;MEGANTONI;0 - 0
120707;JUNIN;TARMA;PALCAMAYO;0 - 0
120306;JUNIN;CHANCHAMAYO;VITOC;0 - 0
120606;JUNIN;SATIPO;PANGOA;0 - 0
150607;LIMA;HUARAL;LAMPIAN;0 - 0
150801;LIMA;HUAURA;HUACHO;0 - 0
150606;LIMA;HUARAL;IHUARI;0 - 0
150803;LIMA;HUAURA;CALETA DE CARQUIN;0 - 0
150805;LIMA;HUAURA;HUALMAY;0 - 0
150810;LIMA;HUAURA;SANTA MARIA;0 - 0
120305;JUNIN;CHANCHAMAYO;SAN RAMON;0 - 0
150612;LIMA;HUARAL;VEINTISIETE DE NOVIEMBRE;0 - 0
170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0 - 0
50404;AYACUCHO;HUANTA;IGUAIN;0 - 0
50403;AYACUCHO;HUANTA;HUAMANGUILLA;0 - 0
50508;AYACUCHO;LA MAR;TAMBO;0 - 0
80907;CUSCO;LA CONVENCION;KIMBIRI;0 - 0
80910;CUSCO;LA CONVENCION;PICHARI;0 - 0
30604;APURIMAC;CHINCHEROS;HUACCANA;0 - 0
50511;AYACUCHO;LA MAR;ORONCCOY;0 - 0
50407;AYACUCHO;HUANTA;SIVIA;0 - 0
50406;AYACUCHO;HUANTA;SANTILLANA;0 - 0
50408;AYACUCHO;HUANTA;LLOCHEGUA;0 - 0
50502;AYACUCHO;LA MAR;ANCO;0 - 0
50509;AYACUCHO;LA MAR;SAMUGARI;0 - 0
50504;AYACUCHO;LA MAR;CHILCAS;0 - 0
50501;AYACUCHO;LA MAR;SAN MIGUEL;0 - 0
50510;AYACUCHO;LA MAR;ANCHIHUAY;0 - 0
50409;AYACUCHO;HUANTA;CANAYRE;0 - 0
100106;HUANUCO;HUANUCO;QUISQUI (KICHKI);0 - 0
190303;PASCO;OXAPAMPA;HUANCABAMBA;0 - 0
190305;PASCO;OXAPAMPA;POZUZO;0 - 0
190306;PASCO;OXAPAMPA;PUERTO BERMUDEZ;0 - 0
100801;HUANUCO;PACHITEA;PANAO;0 - 0
100804;HUANUCO;PACHITEA;UMARI;0 - 0
61311;CAJAMARCA;SANTA CRUZ;YAUYUCAN;0 - 0
61302;CAJAMARCA;SANTA CRUZ;ANDABAMBA;0 - 0
220913;SAN MARTIN;SAN MARTIN;SAUCE;0 - 0
61306;CAJAMARCA;SANTA CRUZ;NINABAMBA;0 - 0
220902;SAN MARTIN;SAN MARTIN;ALBERTO LEVEAU;0 - 0
10110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;0 - 0
61307;CAJAMARCA;SANTA CRUZ;PULAN;0 - 0
61308;CAJAMARCA;SANTA CRUZ;SAUCEPAMPA;0 - 0
60703;CAJAMARCA;HUALGAYOC;HUALGAYOC;0 - 0
131102;LA LIBERTAD;GRAN CHIMU;LUCMA;0 - 0
131104;LA LIBERTAD;GRAN CHIMU;SAYAPULLO;0 - 0
130908;LA LIBERTAD;SANCHEZ CARRION;SARTIMBAMBA;0 - 0
60203;CAJAMARCA;CAJABAMBA;CONDEBAMBA;0 - 0
130303;LA LIBERTAD;BOLIVAR;CONDORMARCA;0 - 0
220602;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;0 - 0
10520;AMAZONAS;LUYA;SANTA CATALINA;0 - 0
10518;AMAZONAS;LUYA;SAN JERONIMO;0 - 0
10705;AMAZONAS;UTCUBAMBA;JAMALCA;0 - 0
60802;CAJAMARCA;JAEN;BELLAVISTA;0 - 0
60811;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;0 - 0
60904;CAJAMARCA;SAN IGNACIO;LA COIPA;0 - 0
150720;LIMA;HUAROCHIRI;SAN JUAN DE TANTARANCHE;0 - 0
120201;JUNIN;CONCEPCION;CONCEPCION;0 - 0
150709;LIMA;HUAROCHIRI;HUAROCHIRI;0 - 0
90511;HUANCAVELICA;CHURCAMPA;COSME;0 - 0
90104;HUANCAVELICA;HUANCAVELICA;CONAYCA;0 - 0
150515;LIMA;CAÑETE;SANTA CRUZ DE FLORES;0 - 0
90108;HUANCAVELICA;HUANCAVELICA;IZCUCHACA;0 - 0
90113;HUANCAVELICA;HUANCAVELICA;NUEVO OCCORO;0 - 0
80106;CUSCO;CUSCO;SANTIAGO;0 - 0
30207;APURIMAC;ANDAHUAYLAS;KISHUARA;0 - 0
90615;HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;0 - 0
80108;CUSCO;CUSCO;WANCHAQ;0 - 0
90601;HUANCAVELICA;HUAYTARA;HUAYTARA;0 - 0
81210;CUSCO;QUISPICANCHI;OCONGATE;0 - 0
120909;JUNIN;CHUPACA;YANACANCHA;0 - 0
120908;JUNIN;CHUPACA;TRES DE DICIEMBRE;0 - 0
120119;JUNIN;HUANCAYO;HUANCAN;0 - 0
150131;LIMA;LIMA;SAN ISIDRO;0 - 0
150120;LIMA;LIMA;MAGDALENA DEL MAR;0 - 0
120906;JUNIN;CHUPACA;SAN JUAN DE ISCOS;0 - 0
150130;LIMA;LIMA;SAN BORJA;0 - 0
150116;LIMA;LIMA;LINCE;0 - 0
150140;LIMA;LIMA;SANTIAGO DE SURCO;0 - 0
90714;HUANCAVELICA;TAYACAJA;SALCABAMBA;0 - 0
151033;LIMA;YAUYOS;VITIS;0 - 0
150121;LIMA;LIMA;PUEBLO LIBRE;0 - 0
220104;SAN MARTIN;MOYOBAMBA;JEPELACIO;0 - 0
10604;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;0 - 0
140309;LAMBAYEQUE;LAMBAYEQUE;PACORA;0 - 0
10109;AMAZONAS;CHACHAPOYAS;LA JALCA;0 - 0
10605;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;0 - 0
160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;0 - 0
160101;LORETO;MAYNAS;IQUITOS;0 - 0
240104;TUMBES;TUMBES;PAMPAS DE HOSPITAL;0 - 0
240201;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;0 - 0
240105;TUMBES;TUMBES;SAN JACINTO;0 - 0
10206;AMAZONAS;BAGUA;LA PECA;0 - 0
240303;TUMBES;ZARUMILLA;MATAPALO;0 - 0
240103;TUMBES;TUMBES;LA CRUZ;0 - 0
10118;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;0 - 0
60612;CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;0 - 0
10607;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;0 - 0
10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0 - 0
60605;CAJAMARCA;CUTERVO;LA RAMADA;0 - 0
10508;AMAZONAS;LUYA;LONYA CHICO;0 - 0
220510;SAN MARTIN;LAMAS;TABALOSOS;0 - 0
120215;JUNIN;CONCEPCION;SANTA ROSA DE OCOPA;0 - 0
150139;LIMA;LIMA;SANTA ROSA;0 - 0
120404;JUNIN;JAUJA;ATAURA;0 - 0
150703;LIMA;HUAROCHIRI;CALLAHUANCA;0 - 0
120434;JUNIN;JAUJA;YAUYOS;0 - 0
120414;JUNIN;JAUJA;LLOCLLAPAMPA;0 - 0
20306;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;0 - 0
21003;ANCASH;HUARI;CAJAY;0 - 0
20302;ANCASH;ANTONIO RAYMONDI;ACZO;0 - 0
100507;HUANUCO;HUAMALIES;MONZON;0 - 0
10112;AMAZONAS;CHACHAPOYAS;MAGDALENA;0 - 0
10507;AMAZONAS;LUYA;LONGUITA;0 - 0
220912;SAN MARTIN;SAN MARTIN;SAN ANTONIO;0 - 0
60405;CAJAMARCA;CHOTA;CHIMBAN;0 - 0
60412;CAJAMARCA;CHOTA;MIRACOSTA;0 - 0
60610;CAJAMARCA;CUTERVO;SAN LUIS DE LUCMA;0 - 0
60614;CAJAMARCA;CUTERVO;SOCOTA;0 - 0
10506;AMAZONAS;LUYA;INGUILPATA;0 - 0
10108;AMAZONAS;CHACHAPOYAS;HUANCAS;0 - 0
220911;SAN MARTIN;SAN MARTIN;PAPAPLAYA;0 - 0
10612;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;0 - 0
220506;SAN MARTIN;LAMAS;PINTO RECODO;0 - 0
140307;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;0 - 0
60613;CAJAMARCA;CUTERVO;SANTO TOMAS;0 - 0
10105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;0 - 0
10303;AMAZONAS;BONGARA;CHURUJA;0 - 0
220801;SAN MARTIN;RIOJA;RIOJA;0 - 0
140202;LAMBAYEQUE;FERREÑAFE;CAÑARIS;0 - 0
60606;CAJAMARCA;CUTERVO;PIMPINGOS;0 - 0
220102;SAN MARTIN;MOYOBAMBA;CALZADA;0 - 0
220803;SAN MARTIN;RIOJA;ELIAS SOPLIN VARGAS;0 - 0
220504;SAN MARTIN;LAMAS;CAYNARACHI;0 - 0
10706;AMAZONAS;UTCUBAMBA;LONYA GRANDE;0 - 0
10309;AMAZONAS;BONGARA;SAN CARLOS;0 - 0
160502;LORETO;REQUENA;ALTO TAPICHE;0 - 0
10102;AMAZONAS;CHACHAPOYAS;ASUNCION;0 - 0
10116;AMAZONAS;CHACHAPOYAS;OLLEROS;0 - 0
220806;SAN MARTIN;RIOJA;POSIC;0 - 0
10707;AMAZONAS;UTCUBAMBA;YAMON;0 - 0
10401;AMAZONAS;CONDORCANQUI;NIEVA;0 - 0
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;0 - 0
160403;LORETO;MARISCAL RAMON CASTILLA;YAVARI;0 - 0
160302;LORETO;LORETO;PARINARI;0 - 0
10517;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;0 - 0
220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;0 - 0
160701;LORETO;DATEM DEL MARAÑON;BARRANCA;0 - 0
10703;AMAZONAS;UTCUBAMBA;CUMBA;0 - 0
200804;PIURA;SECHURA;CRISTO NOS VALGA;0 - 0
200806;PIURA;SECHURA;RINCONADA LLICUAR;0 - 0
200304;PIURA;HUANCABAMBA;HUARMACA;0 - 0
200803;PIURA;SECHURA;BERNAL;0 - 0
200802;PIURA;SECHURA;BELLAVISTA DE LA UNION;0 - 0
200108;PIURA;PIURA;EL TALLAN;0 - 0
200805;PIURA;SECHURA;VICE;0 - 0
200306;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;0 - 0
200107;PIURA;PIURA;CURA MORI;0 - 0
200308;PIURA;HUANCABAMBA;SONDORILLO;0 - 0
200406;PIURA;MORROPON;SALITRAL;0 - 0
200307;PIURA;HUANCABAMBA;SONDOR;0 - 0
200110;PIURA;PIURA;LA UNION;0 - 0
200109;PIURA;PIURA;LA ARENA;0 - 0
20112;ANCASH;HUARAZ;TARICA;0 - 0
140112;LAMBAYEQUE;CHICLAYO;PIMENTEL;0 - 0
220205;SAN MARTIN;BELLAVISTA;SAN PABLO;0 - 0
160606;LORETO;UCAYALI;VARGAS GUERRA;0 - 0
140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;0 - 0
20803;ANCASH;CASMA;COMANDANTE NOEL;0 - 0
20607;ANCASH;CARHUAZ;PARIAHUANCA;0 - 0
21007;ANCASH;HUARI;HUACHIS;0 - 0
21012;ANCASH;HUARI;RAHUAPAMPA;0 - 0
20604;ANCASH;CARHUAZ;ANTA;0 - 0
20608;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;0 - 0
21009;ANCASH;HUARI;MASIN;0 - 0
21011;ANCASH;HUARI;PONTO;0 - 0
100511;HUANUCO;HUAMALIES;TANTAMAYO;0 - 0
20602;ANCASH;CARHUAZ;ACOPAMPA;0 - 0
100510;HUANUCO;HUAMALIES;SINGA;0 - 0
20802;ANCASH;CASMA;BUENA VISTA ALTA;0 - 0
21005;ANCASH;HUARI;HUACACHI;0 - 0
20610;ANCASH;CARHUAZ;TINCO;0 - 0
20606;ANCASH;CARHUAZ;MARCARA;0 - 0
20605;ANCASH;CARHUAZ;ATAQUERO;0 - 0
100404;HUANUCO;HUACAYBAMBA;PINRA;0 - 0
100401;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;0 - 0
21208;ANCASH;HUAYLAS;SANTA CRUZ;0 - 0
21301;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;0 - 0
220401;SAN MARTIN;HUALLAGA;SAPOSOA;0 - 0
190302;PASCO;OXAPAMPA;CHONTABAMBA;0 - 0
190301;PASCO;OXAPAMPA;OXAPAMPA;0 - 0
190307;PASCO;OXAPAMPA;VILLA RICA;0 - 0
190102;PASCO;PASCO;HUACHON;0 - 0
190110;PASCO;PASCO;TICLACAYAN;0 - 0
100203;HUANUCO;AMBO;COLPAS;0 - 0
250201;UCAYALI;ATALAYA;RAIMONDI;0 - 0
100202;HUANUCO;AMBO;CAYNA;0 - 0
100205;HUANUCO;AMBO;HUACAR;0 - 0
100204;HUANUCO;AMBO;CONCHAMARCA;0 - 0
100105;HUANUCO;HUANUCO;MARGOS;0 - 0
100108;HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;0 - 0
100111;HUANUCO;HUANUCO;PILLCO MARCA;0 - 0
