Departamento,Provincia,Distrito,Promedio_Ponderado
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,74.55884695015129
AYACUCHO,PARINACOCHAS,CHUMPI,81.15976604041121
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,73.87301587301587
AYACUCHO,LUCANAS,CHAVIÑA,77.39181692094314
AYACUCHO,HUANCA SANCOS,SACSAMARCA,92.72113594040968
LIMA,HUARAL,PACARAOS,94.02273259901568
LIMA,YAUYOS,ALLAUCA,54.0696097883598
LIMA,YAUYOS,HUAÑEC,89.1936936936937
LIMA,YAUYOS,MADEAN,91.24515503875969
LIMA,YAUYOS,QUINCHES,88.91895604395606
LIMA,YAUYOS,TAURIPAMPA,48.58539844509232
CALLAO,CALLAO,LA PUNTA,0.0
ICA,CHINCHA,CHINCHA ALTA,2.6881720430107525
JUNIN,HUANCAYO,EL TAMBO,100.0
LIMA,LIMA,PUENTE PIEDRA,0.0
LIMA,LIMA,SAN MARTIN DE PORRES,0.0
LIMA,LIMA,COMAS,42.5
LIMA,LIMA,LA MOLINA,100.0
ANCASH,CORONGO,YUPAN,67.58221187025535
ANCASH,OCROS,COCHAS,18.027859237536656
CAJAMARCA,CONTUMAZA,CUPISNIQUE,28.631147540983605
ANCASH,AIJA,SUCCHA,87.93489583333334
ANCASH,HUARI,RAPAYAN,93.03046218487395
ANCASH,HUARMEY,CULEBRAS,0.5758157389635317
ANCASH,HUARMEY,HUAYAN,48.52173913043478
ANCASH,HUAYLAS,CARAZ,82.0320351758794
ANCASH,AIJA,LA MERCED,92.08688630490957
ANCASH,ANTONIO RAYMONDI,ACZO,47.796052631578945
ANCASH,ANTONIO RAYMONDI,CHACCHO,43.71174863387978
ANCASH,CARHUAZ,CARHUAZ,76.70367494824016
ANCASH,CARHUAZ,ATAQUERO,28.21611721611722
ANCASH,CARHUAZ,MARCARA,91.25
ANCASH,CARHUAZ,PARIAHUANCA,90.0376984126984
ANCASH,HUARAZ,HUARAZ,88.81550991501416
ANCASH,HUARAZ,HUANCHAY,67.05714285714285
ANCASH,HUARAZ,PARIACOTO,56.36968085106383
ANCASH,HUARAZ,TARICA,96.06958762886597
JUNIN,CONCEPCION,MATAHUASI,99.70394736842105
JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,100.0
JUNIN,JAUJA,PACCHA,99.31666666666666
JUNIN,JAUJA,APATA,85.09139248919905
JUNIN,JAUJA,MUQUIYAUYO,99.375
JUNIN,JAUJA,EL MANTARO,100.0
JUNIN,JAUJA,HUAMALI,100.0
JUNIN,JAUJA,ATAURA,100.0
JUNIN,JAUJA,LLOCLLAPAMPA,98.1741573033708
JUNIN,JAUJA,HUERTAS,100.0
JUNIN,JAUJA,JULCAN,100.0
JUNIN,JAUJA,PACA,97.99564270152506
JUNIN,JAUJA,YAULI,97.91855203619909
JUNIN,JAUJA,TUNAN MARCA,97.73420479302831
JUNIN,YAULI,HUAY-HUAY,99.19254658385093
JUNIN,YAULI,LA OROYA,98.1150159744409
JUNIN,TARMA,HUARICOLCA,99.21532846715328
JUNIN,SATIPO,PAMPA HERMOSA,46.906924795234545
JUNIN,TARMA,TAPO,95.81512024699381
JUNIN,SATIPO,COVIRIALI,0.0
JUNIN,YAULI,MARCAPOMACOCHA,1.364256480218281
JUNIN,JUNIN,JUNIN,89.14428374655647
LIMA,CAÑETE,IMPERIAL,65.08305647840531
LIMA,CAÑETE,SANTA CRUZ DE FLORES,1.282051282051282
LIMA,HUAROCHIRI,CARAMPOMA,96.103515625
LIMA,HUAROCHIRI,CHICLA,94.52168367346938
LIMA,HUAROCHIRI,HUACHUPAMPA,86.81547619047619
LIMA,LIMA,PACHACAMAC,52.04059829059829
LIMA,LIMA,PUNTA HERMOSA,46.54365436543655
AYACUCHO,LUCANAS,SAN PEDRO,49.44551876694734
AYACUCHO,LUCANAS,PUQUIO,83.40583218072845
AYACUCHO,LUCANAS,OCAÑA,49.664518027174495
AYACUCHO,LUCANAS,CHIPAO,69.44285345717235
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,89.28490990990991
AYACUCHO,LUCANAS,AUCARA,88.63143631436313
AYACUCHO,SUCRE,SORAS,93.86458333333334
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,90.66939890710381
AYACUCHO,VICTOR FAJARDO,APONGO,93.50495337995338
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,21.38442095588235
AYACUCHO,VICTOR FAJARDO,HUAYA,86.72916666666667
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,72.68198529411765
AYACUCHO,VICTOR FAJARDO,COLCA,76.39772727272728
CUSCO,PARURO,PACCARITAMBO,93.5170538803757
CUSCO,PARURO,COLCHA,93.92042622133599
CUSCO,CANAS,CHECCA,99.64621648181947
CUSCO,CANAS,QUEHUE,99.23076923076924
CUSCO,CANCHIS,SICUANI,85.87804352510236
CUSCO,CANCHIS,COMBAPATA,99.72930096696213
CUSCO,CANCHIS,MARANGANI,72.35455278001612
CUSCO,CANCHIS,PITUMARCA,68.73323013415893
CUSCO,QUISPICANCHI,LUCRE,91.79779411764706
CUSCO,QUISPICANCHI,QUIQUIJANA,95.1751160990712
CUSCO,CANCHIS,SAN PEDRO,98.5594237695078
CUSCO,ESPINAR,PALLPATA,97.19743929548564
HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,85.55146563342318
ICA,NASCA,CHANGUILLO,1.0391241923905241
ICA,NASCA,EL INGENIO,0.8486562942008486
ICA,NASCA,VISTA ALEGRE,28.512715855573
ICA,PALPA,PALPA,15.009345794392523
ICA,PALPA,LLIPATA,38.36935092508341
ICA,ICA,LOS AQUIJES,0.0
ICA,ICA,OCUCAJE,0.0
ICA,ICA,SAN JUAN BAUTISTA,25.31468531468532
APURIMAC,CHINCHEROS,RANRACANCHA,95.20729978738484
APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,28.875646412411122
APURIMAC,CHINCHEROS,HUACCANA,78.71848739495798
AYACUCHO,HUAMANGA,SOCOS,86.94055944055944
CUSCO,ANTA,MOLLEPATA,91.6391737616099
CUSCO,URUBAMBA,CHINCHERO,96.7578659370725
CUSCO,CALCA,LARES,93.53422547415039
CUSCO,LA CONVENCION,MARANURA,19.623360135421073
CUSCO,LA CONVENCION,SANTA TERESA,84.96990178477137
CUSCO,URUBAMBA,OLLANTAYTAMBO,90.41471189702875
CUSCO,URUBAMBA,YUCAY,90.86309523809524
AYACUCHO,CANGALLO,TOTOS,97.55053191489361
AYACUCHO,HUAMANGA,OCROS,87.59641507205292
AYACUCHO,HUAMANGA,CHIARA,95.98614775725594
AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,81.06666666666666
AYACUCHO,HUAMANGA,ACOS VINCHOS,77.61099999999999
AYACUCHO,LA MAR,SAN MIGUEL,77.22130606860158
AYACUCHO,HUAMANGA,CARMEN ALTO,74.95238095238096
CUSCO,CALCA,PISAC,96.0719494409334
CUSCO,CALCA,TARAY,97.57052821128451
HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,62.13339070567986
HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,91.90193965517243
HUANCAVELICA,ANGARAES,SECCLLA,93.62682481751824
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,10.66084229390681
HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,94.35649671052632
HUANCAVELICA,ANGARAES,CONGALLA,88.1546218487395
HUANCAVELICA,ACOBAMBA,ACOBAMBA,93.57058823529411
HUANCAVELICA,ACOBAMBA,MARCAS,81.50076064908723
HUANCAVELICA,HUANCAVELICA,ACORIA,94.46048607496097
HUANCAVELICA,HUANCAVELICA,MANTA,100.0
HUANCAVELICA,HUANCAVELICA,CONAYCA,98.14516129032258
HUANCAVELICA,HUANCAVELICA,VILCA,97.39170086639308
HUANCAVELICA,HUANCAVELICA,CUENCA,85.0
HUANCAVELICA,TAYACAJA,ACRAQUIA,96.5920716112532
HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,92.59254563894524
HUANCAVELICA,TAYACAJA,HUARIBAMBA,93.98117647058822
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,94.73566641846611
HUANCAVELICA,CHURCAMPA,COSME,96.91683569979716
HUANCAVELICA,CHURCAMPA,LA MERCED,84.55508474576271
HUANCAVELICA,CHURCAMPA,PACHAMARCA,92.32918552036199
HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,88.16659510519537
HUANCAVELICA,TAYACAJA,COLCABAMBA,85.32055518836748
ICA,CHINCHA,ALTO LARAN,1.950325732899023
ICA,CHINCHA,CHAVIN,60.99393219891835
ICA,CHINCHA,CHINCHA BAJA,9.133333333333333
ICA,CHINCHA,EL CARMEN,3.5110410094637223
JUNIN,HUANCAYO,SAPALLANGA,98.710407239819
JUNIN,CHUPACA,CHONGOS BAJO,48.16176470588236
JUNIN,CONCEPCION,CHAMBARA,99.85733695652175
JUNIN,HUANCAYO,PARIAHUANCA,94.08354646206308
JUNIN,JAUJA,SINCOS,98.5341494845361
JUNIN,CONCEPCION,MANZANARES,100.0
JUNIN,HUANCAYO,SAN AGUSTIN,100.0
JUNIN,HUANCAYO,SAÑO,100.0
JUNIN,CONCEPCION,ORCOTUNA,100.0
JUNIN,HUANCAYO,CHACAPAMPA,99.92924528301887
JUNIN,HUANCAYO,CARHUACALLANGA,100.0
JUNIN,HUANCAYO,CHICCHE,91.61764705882354
JUNIN,CHUPACA,AHUAC,97.31127450980392
JUNIN,CHUPACA,SAN JUAN DE JARPA,99.96651785714286
LORETO,PUTUMAYO,YAGUAS,0.0
LORETO,PUTUMAYO,ROSA PANDURO,0.0
AMAZONAS,UTCUBAMBA,CAJARURO,33.379330842391305
AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,85.12843137254902
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,45.56415343915344
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,20.09576138147567
AMAZONAS,LUYA,TINGO,82.88560191518468
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,91.80753070458954
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,1.3477891156462585
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,96.86309523809524
AMAZONAS,LUYA,CAMPORREDONDO,17.73855750165235
AMAZONAS,LUYA,LONYA CHICO,89.63362068965517
AMAZONAS,LUYA,LUYA,86.00649350649351
PASCO,PASCO,HUAYLLAY,1.070154577883472
PASCO,PASCO,TINYAHUARCO,10.126582278481012
PASCO,PASCO,SIMON BOLIVAR,13.931064572425829
PASCO,PASCO,TICLACAYAN,94.50142233059026
PASCO,PASCO,HUARIACA,98.63636363636363
PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,97.46957403651115
SAN MARTIN,TOCACHE,NUEVO PROGRESO,0.0
SAN MARTIN,TOCACHE,POLVORA,0.0
SAN MARTIN,MARISCAL CACERES,PAJARILLO,0.0
SAN MARTIN,MARISCAL CACERES,JUANJUI,0.0
SAN MARTIN,BELLAVISTA,BAJO BIAVO,0.0
SAN MARTIN,HUALLAGA,SACANCHE,0.0
SAN MARTIN,PICOTA,SAN HILARION,0.0
SAN MARTIN,PICOTA,SHAMBOYACU,0.0
SAN MARTIN,PICOTA,TINGO DE PONASA,0.0
SAN MARTIN,PICOTA,PICOTA,0.0
CAJAMARCA,SAN MARCOS,CHANCAY,48.37792397660819
CAJAMARCA,CAJAMARCA,LLACANORA,86.78197674418604
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,90.33039860681114
CAJAMARCA,CAJAMARCA,MAGDALENA,79.8259658893143
APURIMAC,AYMARAES,LUCRE,72.40407369844489
APURIMAC,AYMARAES,CHAPIMARCA,94.20270623042116
APURIMAC,AYMARAES,COLCABAMBA,93.11000386996905
APURIMAC,AYMARAES,COTARUSE,95.09852638793696
APURIMAC,COTABAMBAS,HAQUIRA,85.7305853375833
APURIMAC,GRAU,MAMARA,83.91544117647058
APURIMAC,AYMARAES,SORAYA,93.6764705882353
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,99.0442149081855
APURIMAC,AYMARAES,TAPAIRIHUA,93.994825708061
APURIMAC,COTABAMBAS,MARA,90.42348966613673
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,92.96962535014006
APURIMAC,ANDAHUAYLAS,CHIARA,94.66323529411764
APURIMAC,COTABAMBAS,COYLLURQUI,89.89795705213902
APURIMAC,ABANCAY,LAMBRAMA,83.51086076632488
APURIMAC,ANDAHUAYLAS,TURPO,98.41299019607844
APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,90.17090620031796
CAJAMARCA,CAJAMARCA,NAMORA,90.92307692307693
CAJAMARCA,CAJAMARCA,SAN JUAN,81.60087719298247
CAJAMARCA,CAJABAMBA,CAJABAMBA,83.82165605095541
CAJAMARCA,CELENDIN,UTCO,51.148459383753504
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,49.15133736421399
CAJAMARCA,SAN MIGUEL,CALQUIS,88.56185890726397
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,95.9146922657952
CAJAMARCA,SAN PABLO,SAN BERNARDINO,51.7861743237441
LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,0.0
LA LIBERTAD,BOLIVAR,BOLIVAR,78.3865528827425
LA LIBERTAD,OTUZCO,AGALLPAMPA,86.89285714285714
LA LIBERTAD,OTUZCO,LA CUESTA,63.903846153846146
LA LIBERTAD,GRAN CHIMU,LUCMA,32.05327004219409
LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,69.56674695740364
LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,88.44353281853282
AMAZONAS,LUYA,LUYA VIEJO,81.74019607843138
AMAZONAS,CHACHAPOYAS,OLLEROS,84.36773255813954
AMAZONAS,BONGARA,RECTA,92.05434782608695
AMAZONAS,BONGARA,CHISQUILLA,80.59701492537313
AMAZONAS,BAGUA,BAGUA,15.945945945945946
AMAZONAS,BAGUA,IMAZA,0.07761484706151905
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,0.0
LORETO,REQUENA,CAPELO,0.0
LORETO,REQUENA,SAQUENA,0.0
LORETO,UCAYALI,SARAYACU,0.0
LORETO,DATEM DEL MARAÑON,BARRANCA,0.0
SAN MARTIN,EL DORADO,SANTA ROSA,0.0
SAN MARTIN,PICOTA,BUENOS AIRES,0.0
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,0.0
SAN MARTIN,EL DORADO,AGUA BLANCA,0.0
SAN MARTIN,LAMAS,ZAPATERO,0.0
SAN MARTIN,EL DORADO,SHATOJA,0.0
SAN MARTIN,LAMAS,CUÑUMBUQUI,0.0
SAN MARTIN,SAN MARTIN,CHAZUTA,0.0
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,0.6040121199456692
SAN MARTIN,SAN MARTIN,CACATACHI,0.0
SAN MARTIN,SAN MARTIN,HUIMBAYOC,0.0
SAN MARTIN,LAMAS,CAYNARACHI,0.0
SAN MARTIN,LAMAS,BARRANQUITA,0.0
SAN MARTIN,SAN MARTIN,EL PORVENIR,0.0
SAN MARTIN,RIOJA,YORONGOS,0.0
SAN MARTIN,MOYOBAMBA,JEPELACIO,0.0
SAN MARTIN,MOYOBAMBA,CALZADA,3.094736842105263
SAN MARTIN,RIOJA,SAN FERNANDO,0.0
CAJAMARCA,JAEN,PUCARA,2.9684917355371896
CAJAMARCA,CUTERVO,CUJILLO,3.6585365853658525
LIMA,HUAROCHIRI,LAHUAYTAMBO,86.49715320910974
LIMA,HUAROCHIRI,RICARDO PALMA,10.344827586206897
LIMA,HUAROCHIRI,SAN MATEO DE OTAO,69.29816513761467
LIMA,HUAROCHIRI,SANGALLAYA,78.66310160427807
LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,97.33024691358025
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,32.58775787621941
LIMA,YAUYOS,CATAHUASI,61.46458333333334
LIMA,YAUYOS,CHOCOS,52.88231292517007
LIMA,YAUYOS,HUANGASCAR,82.80966469428007
LIMA,YAUYOS,LINCHA,92.80054644808743
LIMA,YAUYOS,PUTINZA,15.456410256410257
LIMA,CANTA,CANTA,79.45912824589296
LIMA,CAÑETE,CALANGO,0.507975473333441
LIMA,CAÑETE,CERRO AZUL,10.366774541531823
LIMA,CAÑETE,COAYLLO,2.1634936539746157
LIMA,CAÑETE,NUEVO IMPERIAL,15.673934367754594
LIMA,CAÑETE,SAN ANTONIO,52.86931818181819
LIMA,CAÑETE,SAN LUIS,47.31182795698925
LIMA,HUARAL,ATAVILLOS ALTO,48.706135902636916
LIMA,HUARAL,AUCALLAMA,33.95249658521779
CAJAMARCA,SANTA CRUZ,YAUYUCAN,91.80906593406593
CAJAMARCA,JAEN,SANTA ROSA,5.93607305936073
LAMBAYEQUE,CHICLAYO,CHICLAYO,0.0
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,0.8347529812606473
LAMBAYEQUE,CHICLAYO,OYOTUN,2.9931007356380492
LAMBAYEQUE,CHICLAYO,TUMAN,0.0
LAMBAYEQUE,FERREÑAFE,PITIPO,1.0927152317880795
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,0.0
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,0.0
LAMBAYEQUE,LAMBAYEQUE,OLMOS,0.4611650485436893
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,0.0
LAMBAYEQUE,LAMBAYEQUE,PACORA,0.0
LAMBAYEQUE,LAMBAYEQUE,SALAS,11.995516753185465
PIURA,SULLANA,MARCAVELICA,0.0
PIURA,PAITA,AMOTAPE,0.0
PIURA,SECHURA,BERNAL,0.0
PIURA,PIURA,EL TALLAN,0.0
PIURA,HUANCABAMBA,CANCHAQUE,10.425827883317762
PIURA,HUANCABAMBA,SONDORILLO,55.922117098587684
PIURA,PIURA,CURA MORI,0.0
PIURA,HUANCABAMBA,SONDOR,62.65352216976766
PIURA,PIURA,LA UNION,0.0
ICA,PISCO,SAN ANDRES,0.0
ICA,PISCO,SAN CLEMENTE,0.8849557522123894
ICA,PISCO,TUPAC AMARU INCA,0.0
TACNA,TACNA,TACNA,3.5946973051746767
TACNA,TACNA,CALANA,53.06734006734006
TACNA,JORGE BASADRE,LOCUMBA,82.90277777777777
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,65.89842347195288
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,50.90807698194062
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,91.6168911733428
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,33.29867354867355
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,5.276860154160769
TACNA,TACNA,PACHIA,61.607161607161615
TACNA,TACNA,PALCA,42.302057330260396
TACNA,TACNA,POCOLLAY,53.35694665957824
TACNA,CANDARAVE,CAMILACA,61.24933899034618
TACNA,TARATA,TARUCACHI,79.5531914893617
TACNA,TACNA,CIUDAD NUEVA,6.890937019969277
LA LIBERTAD,JULCAN,JULCAN,89.95270270270271
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,0.0
LA LIBERTAD,OTUZCO,USQUIL,80.28438303341903
LA LIBERTAD,PACASMAYO,GUADALUPE,0.0
LA LIBERTAD,VIRU,GUADALUPITO,1.544935064935065
LA LIBERTAD,SANCHEZ CARRION,CHUGAY,88.79723837209303
LA LIBERTAD,SANCHEZ CARRION,CURGOS,90.9375
LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,90.12362637362637
UCAYALI,ATALAYA,YURUA,0.0
CAJAMARCA,SAN MARCOS,GREGORIO PITA,80.9084699453552
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,44.736111111111114
CAJAMARCA,CAJAMARCA,ASUNCION,75.80255681818183
CAJAMARCA,CAJABAMBA,CACHACHI,77.83482142857142
CAJAMARCA,CAJABAMBA,CONDEBAMBA,71.65130208333332
CAJAMARCA,CAJABAMBA,SITACOCHA,61.73218029350105
JUNIN,YAULI,SUITUCANCHA,6.703910614525141
JUNIN,JAUJA,MASMA,100.0
AREQUIPA,LA UNION,TAURIA,37.599591419816136
AREQUIPA,CARAVELI,JAQUI,13.902894491129786
PIURA,PIURA,TAMBO GRANDE,0.0
PUNO,YUNGUYO,YUNGUYO,88.24829931972789
PUNO,YUNGUYO,TINICACHI,50.0
PUNO,PUNO,ACORA,81.4320835894284
CUSCO,ESPINAR,PICHIGUA,81.08709432048681
CUSCO,ESPINAR,SUYCKUTAMBO,96.72856430707876
AYACUCHO,LA MAR,TAMBO,86.57972440944883
AYACUCHO,HUANTA,SANTILLANA,92.75520833333333
AYACUCHO,LA MAR,AYNA,49.11886746399805
AYACUCHO,HUANTA,CANAYRE,0.0
CUSCO,QUISPICANCHI,CCARHUAYO,95.42658730158732
CUSCO,QUISPICANCHI,CAMANTI,0.21082097368862074
HUANCAVELICA,TAYACAJA,SURCUBAMBA,87.37271379139892
HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,89.83333333333334
HUANCAVELICA,CASTROVIRREYNA,COCAS,97.353515625
APURIMAC,GRAU,PROGRESO,98.75291205591148
LORETO,ALTO AMAZONAS,LAGUNAS,0.0
LORETO,ALTO AMAZONAS,SANTA CRUZ,0.0
LORETO,LORETO,NAUTA,0.0
LORETO,LORETO,TIGRE,0.0
TACNA,TARATA,HEROES ALBARRACIN,43.388611388611395
LA LIBERTAD,CHEPEN,PACANGA,0.41213389121338906
ANCASH,SANTA,NEPEÑA,15.000224014336919
ANCASH,SANTA,SAMANCO,18.22969696969697
LA LIBERTAD,TRUJILLO,LA ESPERANZA,0.0
APURIMAC,ANDAHUAYLAS,SAN JERONIMO,96.84569479965899
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,94.18938307030129
CUSCO,CUSCO,SANTIAGO,95.94771241830064
ANCASH,CASMA,YAUTAN,20.276518747033695
JUNIN,CONCEPCION,ANDAMARCA,94.54145995747697
JUNIN,JAUJA,ACOLLA,97.64705882352942
MADRE DE DIOS,TAMBOPATA,INAMBARI,0.0
MADRE DE DIOS,MANU,HUEPETUHE,0.0
MADRE DE DIOS,MANU,MANU,0.01383700013837
MADRE DE DIOS,MANU,MADRE DE DIOS,0.0
LIMA,LIMA,SANTA MARIA DEL MAR,50.74074074074074
LIMA,CAÑETE,ASIA,7.602608362102034
HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,72.72358553608552
AREQUIPA,CAYLLOMA,YANQUE,15.353712671509282
AREQUIPA,CONDESUYOS,IRAY,18.572299651567942
PIURA,MORROPON,SANTO DOMINGO,25.069444444444443
PASCO,OXAPAMPA,PUERTO BERMUDEZ,0.0
PASCO,OXAPAMPA,CONSTITUCION,0.0
LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,88.67456896551724
LIMA,LIMA,SAN BARTOLO,4.331569664902998
LIMA,HUAURA,HUACHO,19.473684210526315
LIMA,HUAURA,CALETA DE CARQUIN,66.66666666666666
LIMA,HUAURA,SANTA MARIA,10.151785714285715
LIMA,CANTA,LACHAQUI,88.82523148148148
LA LIBERTAD,PATAZ,ONGON,36.61461737472767
LA LIBERTAD,PATAZ,PATAZ,66.86735474006116
AMAZONAS,UTCUBAMBA,JAMALCA,11.629556752278376
AREQUIPA,CARAVELI,QUICACHA,67.07311783436352
AREQUIPA,CASTILLA,AYO,18.5318869165023
AREQUIPA,CASTILLA,CHACHAS,44.74912848605578
AREQUIPA,CASTILLA,CHILCAYMARCA,50.248120300751886
JUNIN,SATIPO,MAZAMARI,3.770244821092279
CAJAMARCA,SAN MIGUEL,EL PRADO,67.72413793103448
CAJAMARCA,SAN MIGUEL,NIEPOS,53.61904761904762
LAMBAYEQUE,CHICLAYO,LA VICTORIA,0.0
LAMBAYEQUE,CHICLAYO,SAÑA,1.1673151750972763
LIMA,OYON,ANDAJES,88.62270341207349
LIMA,OYON,NAVAN,65.8525474956822
ANCASH,BOLOGNESI,ANTONIO RAYMONDI,35.997171145686
ANCASH,BOLOGNESI,LA PRIMAVERA,84.69951923076923
ANCASH,BOLOGNESI,PACLLON,95.48049132947978
ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,88.35357142857143
ANCASH,CORONGO,ACO,90.01998081841433
AREQUIPA,CASTILLA,UÑON,23.456389836935912
AREQUIPA,CAYLLOMA,HUANCA,66.71623165108507
AREQUIPA,CAYLLOMA,ICHUPAMPA,38.24941724941725
AREQUIPA,ISLAY,MEJIA,9.133333333333333
AREQUIPA,LA UNION,ALCA,77.1341463414634
AREQUIPA,LA UNION,CHARCANA,86.86263736263737
AREQUIPA,LA UNION,HUAYNACOTAS,8.417570153061225
AREQUIPA,LA UNION,PAMPAMARCA,69.20445884146342
AREQUIPA,LA UNION,PUYCA,48.68005952380952
AREQUIPA,CAYLLOMA,CALLALLI,0.6552123552123552
AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,96.85082872928177
AREQUIPA,AREQUIPA,TIABAYA,88.92857142857143
AREQUIPA,AREQUIPA,UCHUMAYO,38.34711779448621
AREQUIPA,AREQUIPA,YARABAMBA,44.22794117647059
AREQUIPA,AREQUIPA,YURA,64.98904701117362
AREQUIPA,CAMANA,QUILCA,4.4619422572178475
AREQUIPA,CAMANA,SAMUEL PASTOR,6.659574468085106
AREQUIPA,AREQUIPA,CERRO COLORADO,66.02777777777777
AREQUIPA,AREQUIPA,MOLLEBAYA,23.74549062049062
AREQUIPA,AREQUIPA,SABANDIA,55.32915360501568
AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,59.46666666666667
AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,69.19801251380198
AREQUIPA,AREQUIPA,JACOBO HUNTER,79.49579831932773
AREQUIPA,AREQUIPA,YANAHUARA,79.0
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,86.16493656286045
APURIMAC,ABANCAY,HUANIPACA,76.0700519524049
APURIMAC,ANDAHUAYLAS,TALAVERA,87.6880013368984
APURIMAC,CHINCHEROS,ANCO_HUALLO,96.43879173290938
PIURA,MORROPON,BUENOS AIRES,0.0
PIURA,HUANCABAMBA,LALAQUIZ,24.329370083468447
PIURA,MORROPON,MORROPON,1.4388489208633095
PIURA,MORROPON,YAMANGO,20.05690072639225
PIURA,MORROPON,CHULUCANAS,32.03389830508475
PIURA,PIURA,CASTILLA,0.0
PIURA,PAITA,PAITA,0.0
PIURA,AYABACA,SAPILLICA,14.583513060148574
PIURA,SULLANA,QUERECOTILLO,0.0
PIURA,AYABACA,JILILI,0.0
PIURA,AYABACA,SICCHEZ,3.846153846153846
PIURA,TALARA,EL ALTO,0.0
PIURA,PIURA,VEINTISEIS DE OCTUBRE,0.0
CUSCO,LA CONVENCION,VILLA KINTIARINA,0.6060606060606061
HUANCAVELICA,TAYACAJA,ROBLE,93.49045578496299
JUNIN,SATIPO,VIZCATAN DEL ENE,32.98041642399534
HUANCAVELICA,TAYACAJA,PICHOS,95.9451593137255
HUANUCO,LEONCIO PRADO,PUCAYACU,0.0
HUANUCO,MARAÑON,LA MORADA,0.0
AYACUCHO,LA MAR,CHUNGUI,63.496580027359784
HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,94.27389705882352
HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,0.0
HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,0.0
AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,0.0
PUNO,CHUCUITO,KELLUYO,86.65362331373227
